Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
2461335,435316,433760,3,06-Apr-15,1904,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,19,Car
2461335,435316,433760,3,06-Apr-15,1904,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,48,Car
2461649,433143,436137,2,06-Apr-15,2035,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,18,Car
2461835,431328,435459,2,06-Apr-15,2335,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,40,Car
2461835,431328,435459,2,06-Apr-15,2335,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,34,Car
2470212,428477,440937,3,07-Apr-15,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,74,Minibus (8 – 16 passenger seats)
2470212,428477,440937,3,07-Apr-15,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,63,Minibus (8 – 16 passenger seats)
2470212,428477,440937,3,07-Apr-15,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,69,Minibus (8 – 16 passenger seats)
2470212,428477,440937,3,07-Apr-15,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,72,Car
2470212,428477,440937,3,07-Apr-15,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,70,Car
2470236,431541,425123,4,07-May-15,735,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,49,Goods vehicle 3.5 tonnes mgw and under
2470302,428408,428707,3,07-Apr-15,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
2471090,428333,429426,1,07-Apr-15,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,20,Car
2471402,420360,434249,1,07-Apr-15,1710,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,55,Bus or coach (17 or more passenger seats)
2480598,431430,435108,2,08-Apr-15,1226,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,32,Pedal cycle
2480749,434883,431172,3,08-Apr-15,1352,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,18,Car
2480749,434883,431172,3,08-Apr-15,1352,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,52,Car
2480885,441176,448799,1,08-Apr-15,1450,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,76,Motorcycle over 125cc and up to 500cc
2481294,428376,434061,2,08-Apr-15,800,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,31,Pedal cycle
2481330,427964,435659,2,08-Apr-15,1814,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,28,Motorcycle over 50cc and up to 125cc
2481683,439524,426178,1,08-Apr-15,2050,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,43,Motorcycle over 500cc
2491283,424390,428121,2,09-Apr-15,1830,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
24A1196,443052,445597,1,10-Apr-15,1724,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,48,Motorcycle over 125cc and up to 500cc
24A1424,421067,434231,1,10-Apr-15,1900,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,41,Car
24A1503,425962,434813,2,10-Apr-15,1937,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,58,Motorcycle over 125cc and up to 500cc
24A1627,433797,434675,1,10-Apr-15,2043,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,35,Goods vehicle 3.5 tonnes mgw and under
24B0116,430033,431028,2,11-Apr-15,121,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,18,Taxi/Private hire car
24B0116,430033,431028,2,11-Apr-15,121,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,33,Taxi/Private hire car
24B0407,430715,433742,2,10-Apr-15,1240,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,38,Pedal cycle
24B0765,428111,435240,2,11-Apr-15,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,23,Car
24C0720,440671,446022,1,12-Apr-15,1320,A(M),Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Female,23,Car
24D0142,435790,436358,2,13-Apr-15,610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,37,Taxi/Private hire car
24D0142,435790,436358,2,13-Apr-15,610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,38,Car
24D0548,429653,438791,2,13-Apr-15,1215,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,82,Car
24D0548,429653,438791,2,13-Apr-15,1215,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,23,Car
24D1285,418050,442626,2,13-Apr-15,1840,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,58,Pedal cycle
2.40E+245,422811,437414,4,14-Apr-15,825,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Goods vehicle 3.5 tonnes mgw and under
2.40E+245,422811,437414,4,14-Apr-15,825,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,44,Tram / Light rail
2.40E+245,422811,437414,4,14-Apr-15,825,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,44,Tram / Light rail
2.40E+245,422811,437414,4,14-Apr-15,825,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,47,Tram / Light rail
24E0669,420804,439746,3,14-Apr-15,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,57,Car
24E0669,420804,439746,3,14-Apr-15,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,78,Goods vehicle 3.5 tonnes mgw and under
24E1093,427019,433118,2,14-Apr-15,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,9,Car
24E1213,433867,436536,2,14-Apr-15,1810,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
24E1213,433867,436536,2,14-Apr-15,1810,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,33,Car
24F0250,430550,431104,2,15-Apr-15,841,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,42,Car
24F0417,432713,438564,2,15-Apr-15,1053,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Pedal cycle
24F1130,423698,442160,1,15-Apr-15,1731,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,37,Car
24G0374,430397,437894,2,15-Apr-15,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
24G0531,428067,431126,3,16-Apr-15,1138,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,27,Car
24G0531,428067,431126,3,16-Apr-15,1138,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,Car
24G0760,434791,437966,2,16-Apr-15,1358,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,51,Pedal cycle
24G0886,424393,445320,2,16-Apr-15,1455,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,47,Car
24G1083,428934,433424,2,16-Apr-15,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,2,Bus or coach (17 or more passenger seats)
24G1083,428934,433424,2,16-Apr-15,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Bus or coach (17 or more passenger seats)
24G1091,418483,443818,1,16-Apr-15,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,32,Car
24G1173,431034,437896,1,16-Apr-15,1415,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,87,Car
24G1597,434696,434565,2,16-Apr-15,2030,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Car
24H0684,422230,435514,2,17-Apr-15,1315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,67,Car
24H0866,428116,426280,2,17-Apr-15,1442,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
24H0866,428116,426280,2,17-Apr-15,1442,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car
24H0925,428893,425994,3,17-Apr-15,1430,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,33,Car
24H1015,438495,430408,2,17-Apr-15,1553,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,37,Car
24H1015,438495,430408,2,17-Apr-15,1553,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,24,Car
24H1015,438495,430408,2,17-Apr-15,1553,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,16,Car
24H1115,424732,434896,2,17-Apr-15,1640,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,61,Motorcycle over 500cc
24H1125,424586,434644,1,17-Apr-15,1647,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,31,Car
24H1185,429330,433810,2,17-Apr-15,1045,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,34,Car
24H1280,436054,428299,2,17-Apr-15,1757,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,33,Car
24H1400,432700,433838,2,17-Apr-15,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,12,Pedal cycle
24I1142,430479,433954,1,18-Apr-15,1656,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,3,Car
24J0248,433446,426578,1,19-Apr-15,255,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,32,Car
24J1015,430231,439102,1,19-Apr-15,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,3,Car
24J1094,424010,433985,1,19-Apr-15,1641,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,7,Car
24K1310,428621,436944,2,20-Apr-15,1835,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car
24K1326,428437,435708,2,20-Apr-15,1846,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,38,Pedal cycle
24K1671,429938,433392,1,20-Apr-15,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,Bus or coach (17 or more passenger seats)
24K1671,429938,433392,1,20-Apr-15,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats)
24K1671,429938,433392,1,20-Apr-15,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Bus or coach (17 or more passenger seats)
24L0178,433168,435237,2,21-Apr-15,725,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,63,Car
24L0295,433814,433502,2,21-Apr-15,645,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,55,Pedal cycle
24L0653,425435,431280,2,21-Apr-15,1241,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,30,Car
24L0986,424254,445392,2,21-Apr-15,1542,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,42,Pedal cycle
24L1279,424049,435490,2,21-Apr-15,1750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,51,Car
24L1298,421539,433443,1,21-Apr-15,1758,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,11,Car
24M0203,428354,437572,1,22-Apr-15,730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,53,Car
24M0220,435674,434799,2,22-Apr-15,759,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51,Bus or coach (17 or more passenger seats)
24M0233,435683,437259,3,22-Apr-15,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,23,Car
24M0233,435683,437259,3,22-Apr-15,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,27,Car
24M0233,435683,437259,3,22-Apr-15,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,37,Car
24M0559,429610,435877,2,22-Apr-15,1230,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,18,Motorcycle over 50cc and up to 125cc
24M0937,431175,431860,2,22-Apr-15,1510,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,19,Car
24M0937,431175,431860,2,22-Apr-15,1510,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
24M1106,427125,432791,3,22-Apr-15,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,31,Car
24M1106,427125,432791,3,22-Apr-15,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
24M1338,423921,434305,2,22-Apr-15,1815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,59,Pedal cycle
24M1346,427148,433087,1,22-Apr-15,1734,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,44,Bus or coach (17 or more passenger seats)
24M1388,419976,446751,1,22-Apr-15,1840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,20,Motorcycle over 50cc and up to 125cc
24N0184,428864,433733,2,23-Apr-15,720,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,49,Goods vehicle 3.5 tonnes mgw and under
24N0512,429185,431924,2,23-Apr-15,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Bus or coach (17 or more passenger seats)
24N0512,429185,431924,2,23-Apr-15,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,57,Bus or coach (17 or more passenger seats)
24N0570,424345,429253,3,23-Apr-15,1159,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,83,Car
24N0821,425062,433367,2,23-Apr-15,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,16,Pedal cycle
24N0835,431449,434180,3,23-Apr-15,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,54,Car
24N0835,431449,434180,3,23-Apr-15,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,42,Car
24N0936,429863,428116,1,23-Apr-15,1312,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,55,Goods vehicle 3.5 tonnes mgw and under
24N0964,427491,434943,1,23-Apr-15,1546,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4,Car
24N0973,426766,438353,2,23-Apr-15,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,84,Car
24N0973,426766,438353,2,23-Apr-15,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,40,Car
24N1046,430267,433745,1,23-Apr-15,817,Unclassified,Dry,Daylight: street lights present,Fog or mist – if hazard,Driver/Rider,Slight,Male,37,Bus or coach (17 or more passenger seats)
24N1046,430267,433745,1,23-Apr-15,817,Unclassified,Dry,Daylight: street lights present,Fog or mist – if hazard,Passenger,Slight,Female,31,Bus or coach (17 or more passenger seats)
24N1112,424524,437059,2,23-Apr-15,0,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,42,Pedal cycle
24N1293,430550,431065,2,23-Apr-15,1822,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,17,Motorcycle over 50cc and up to 125cc
24O0302,428140,435853,2,24-Apr-15,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,28,Pedal cycle
