Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
1560488,424647,435138,1,06-May-14,1112,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,47,Car
1570257,428023,434264,2,07-May-14,820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,42,Pedal cycle
1570369,429740,433416,1,07-May-14,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,18,Goods vehicle 3.5 tonnes mgw and under
1570476,436273,434797,1,09-May-14,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,61,Car
1570903,433285,433951,2,07-May-14,1440,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,16,M/cycle 50cc and under
1570966,431483,435012,2,07-May-14,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,28,Car
1570994,431752,434601,2,07-May-14,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,30,Pedal cycle
1571216,425023,433395,1,07-May-14,1600,B,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,26,Car
1571248,424561,445123,2,07-May-14,1720,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,24,Pedal cycle
1571772,431087,433293,2,07-May-14,2220,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,33,Taxi/Private hire car
1571772,431087,433293,2,07-May-14,2220,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,36,Taxi/Private hire car
1571772,431087,433293,2,07-May-14,2220,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,33,Taxi/Private hire car
1580735,425546,436386,2,08-May-14,845,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Serious,Male,37,Pedal cycle
1581249,427898,430457,3,08-May-14,1810,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,48,M/cycle 50cc and under
1581682,430174,432863,2,08-May-14,2020,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,74,Car
1590566,427785,436380,1,05-Sep-14,930,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,44,Car
1590760,431768,434945,2,05-Sep-14,1303,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,29,Car
1590799,422586,437160,5,09-May-14,1350,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,45,Car
1590799,422586,437160,5,09-May-14,1350,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,41,Goods vehicle 3.5 tonnes mgw and under
1591120,431780,429414,2,09-May-14,1629,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,5,Pedal cycle
1591151,430377,433071,2,05-Sep-14,1634,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,50,Bus or coach (17 or more passenger seats)
1591165,428794,435574,2,09-May-14,1720,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,26,Pedal cycle
1591246,431239,429749,2,09-May-14,1800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,7,Pedal cycle
1591309,429943,427020,1,07-May-14,1730,A,Wet / Damp,Daylight: street lights present,Unknown,3,Pedestrian,Slight,Female,17,Motorcycle over 50cc and up to 125cc
1591309,429943,427020,1,07-May-14,1730,A,Wet / Damp,Daylight: street lights present,Unknown,3,Pedestrian,Slight,Male,19,Motorcycle over 50cc and up to 125cc
1591555,429622,440488,1,09-May-14,2003,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,70,Car
1591720,431137,434295,2,09-May-14,2125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,23,Car
1591720,431137,434295,2,09-May-14,2125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,23,Car
15A0766,428561,426055,2,10-May-14,1230,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,79,Car
15A0766,428561,426055,2,10-May-14,1230,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,89,Car
15A0862,439390,426152,2,10-May-14,1335,B,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,24,Pedal cycle
15A1796,435153,439622,1,10-May-14,2317,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Slight,Female,28,Car
15B0557,430383,433575,1,11-May-14,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,49,Bus or coach (17 or more passenger seats)
15B1000,434809,428192,2,11-May-14,1550,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,43,Pedal cycle
15B1314,431628,435607,2,11-May-14,2152,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,28,Car
15B1641,435376,439571,1,11-May-14,2206,A,Wet / Damp,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Female,19,Car
15C0137,427595,434398,1,12-May-14,1200,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,30,Car
15C1074,430260,434079,2,12-May-14,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,33,Pedal cycle
15C1241,423832,434274,1,12-May-14,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,20,Car
15C1279,422320,428928,2,12-May-14,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,54,Car
15D0210,438952,431558,2,13-May-14,734,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,57,Car
15D0210,438952,431558,2,13-May-14,734,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,46,Car
15D0384,428114,434514,1,13-May-14,950,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,70,Car
15D0384,428114,434514,1,13-May-14,950,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,35,Car
15D0396,429887,434259,2,13-May-14,953,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,45,Taxi/Private hire car
15D0701,428750,432844,2,07-May-14,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,24,Pedal cycle
15D1484,426644,433496,4,13-May-14,2015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,39,Car
15D1484,426644,433496,4,13-May-14,2015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,52,Car
15D1484,426644,433496,4,13-May-14,2015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,43,Car
1.50E+165,429859,428347,1,14-May-14,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,49,Motorcycle over 50cc and up to 125cc
1.50E+252,424018,438467,3,14-May-14,823,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,29,Car
1.50E+271,432631,434927,2,14-May-14,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,35,Pedal cycle
15E0367,429408,433933,2,14-May-14,950,A(M),Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,48,Car
15E0987,428627,433392,2,14-May-14,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,27,Pedal cycle
15E1011,428505,433061,2,14-May-14,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,33,Car
15E1011,428505,433061,2,14-May-14,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,18,Bus or coach (17 or more passenger seats)
15E1064,430678,433542,1,14-May-14,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,59,Bus or coach (17 or more passenger seats)
15E1210,432333,434509,1,13-May-14,1745,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Male,12,Car
15E1547,431456,439242,3,14-May-14,1920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Fatal,Male,36,Motorcycle over 125cc and up to 500cc
15E1667,420619,441139,2,14-May-14,2010,Unclassified,Dry,Daylight: street lights present,Unknown,1,Driver,Slight,Male,53,Goods vehicle 3.5 tonnes mgw and under
15E1667,420619,441139,2,14-May-14,2010,Unclassified,Dry,Daylight: street lights present,Unknown,2,Passenger,Slight,Male,48,Goods vehicle 3.5 tonnes mgw and under
15E1667,420619,441139,2,14-May-14,2010,Unclassified,Dry,Daylight: street lights present,Unknown,1,Driver,Serious,Male,18,Car
15E1667,420619,441139,2,14-May-14,2010,Unclassified,Dry,Daylight: street lights present,Unknown,2,Passenger,Slight,Male,17,Car
15E1667,420619,441139,2,14-May-14,2010,Unclassified,Dry,Daylight: street lights present,Unknown,2,Passenger,Serious,Male,18,Car
15F0227,424893,427728,3,15-May-14,743,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,55,Car
15F0227,424893,427728,3,15-May-14,743,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,22,Goods vehicle 3.5 tonnes mgw and under
15F0489,435845,425933,2,15-May-14,1130,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,30,Car
15F0611,433144,426327,2,15-May-14,830,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,30,Pedal cycle
15F0951,436182,434463,2,15-May-14,1510,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,28,Pedal cycle
15F1030,424559,435188,1,15-May-14,1415,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,70,Bus or coach (17 or more passenger seats)
15F1407,442156,434450,2,15-May-14,1840,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,51,Pedal cycle
15F1644,423110,445522,2,15-May-14,2030,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,44,Pedal cycle
15G0488,420084,445919,2,16-May-14,1030,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,41,Pedal cycle
15G0911,433935,434125,2,16-May-14,1310,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,16,Pedal cycle
15G1472,433127,436120,3,16-May-14,1840,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,24,Car
15G1472,433127,436120,3,16-May-14,1840,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,4,Car
15G2096,420520,441642,2,16-May-14,2317,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,36,Taxi/Private hire car
15G2096,420520,441642,2,16-May-14,2317,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,58,Taxi/Private hire car
15G2096,420520,441642,2,16-May-14,2317,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,55,Taxi/Private hire car
15H0289,429763,430512,1,17-May-14,345,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,25,Car
15H0718,426259,433461,2,06-May-14,1930,Unclassified,Dry,Daylight: street lights present,Unknown,1,Driver,Slight,Male,20,Car
15H0817,427577,433716,1,17-May-14,1240,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,29,Car
15H1198,431368,432375,2,17-May-14,1510,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,44,Car
15H1198,431368,432375,2,17-May-14,1510,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,8,Car
15H1212,434952,434672,2,17-May-14,1620,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,35,Car
15H1212,434952,434672,2,17-May-14,1620,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,42,Car
15H1752,444074,429194,1,17-May-14,2025,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
15H1907,428368,435742,2,17-May-14,820,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,30,Pedal cycle
15H2019,422950,434117,1,17-May-14,2230,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,18,Car
15I0732,438952,431558,2,18-May-14,1225,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,85,Car
15I0732,438952,431558,2,18-May-14,1225,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,83,Car
15I0732,438952,431558,2,18-May-14,1225,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,65,Car
15I1828,431056,435505,2,18-May-14,2115,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,19,Car
15J0675,431401,435024,2,19-May-14,1217,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,40,Car
15J0675,431401,435024,2,19-May-14,1217,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,26,Car
15J0675,431401,435024,2,19-May-14,1217,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,19,Car
15J0679,427043,433100,1,19-May-14,1105,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats)
15J0871,430092,431329,2,19-May-14,1350,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,55,Car
15J0871,430092,431329,2,19-May-14,1350,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,19,Car
15J1517,429788,430628,2,19-May-14,1837,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Female,35,Car
15J1517,429788,430628,2,19-May-14,1837,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,23,Car
15J1610,430785,433345,2,19-May-14,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,22,Motorcycle over 125cc and up to 500cc
15J1920,431766,435530,1,19-May-14,2030,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,8,Car
15K0794,432443,438769,1,20-May-14,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,2,Car
15K1144,435040,425907,2,20-May-14,1706,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,52,Car
15K1240,431502,435096,2,20-May-14,1755,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,7,Pedal cycle
15K1355,431646,435322,2,20-May-14,1855,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,33,Car
15K1355,431646,435322,2,20-May-14,1855,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,38,Car
15K1355,431646,435322,2,20-May-14,1855,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,30,Car
15K1355,431646,435322,2,20-May-14,1855,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,32,Car
15K1355,431646,435322,2,20-May-14,1855,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,16,Car
15K1400,435957,435472,2,20-May-14,1915,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,16,M/cycle 50cc and under
15L0244,425951,434970,2,21-May-14,805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,54,Pedal cycle
15L0264,430121,424016,2,21-May-14,825,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,22,Car
15L0280,425901,436262,2,21-May-14,842,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,50,Pedal cycle
15L0934,441078,448575,2,21-May-14,1421,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,69,Pedal cycle
15L1293,431481,435007,2,21-May-14,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,29,Car
15L1293,431481,435007,2,21-May-14,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,44,Car
15L1327,431888,435678,1,21-May-14,1715,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,31,Car
